Case Number,Day,When,What,Duration,Charges,Closed,Casecode
20-248,Tuesday,11/16/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Thursday,1/6/2022,CH,0.5,FELONY,1/6/2022,APCON
20-249,Wednesday,11/4/2020,A106,0.25,MISDO,8/7/2024,APCON
20-249,Thursday,11/5/2020,APPT,0,MISDO,8/7/2024,APCON
20-249,Tuesday,11/17/2020,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,12/15/2020,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,4/13/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Wednesday,5/12/2021,A106,0.25,MISDO,8/7/2024,APCON
20-249,Thursday,5/13/2021,APPT,0.5,MISDO,8/7/2024,APCON
20-249,Monday,5/17/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,5/18/2021,CH,0.25,MISDO,8/7/2024,APCON
20-249,Monday,6/28/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,7/6/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Monday,8/30/2021,CH,0.25,MISDO,8/7/2024,APCON
20-249,Monday,9/20/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,9/21/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Tuesday,9/21/2021,A106,0.25,MISDO,8/7/2024,APCON
20-249,Wednesday,9/22/2021,A106,0.5,MISDO,8/7/2024,APCON
20-249,Friday,9/24/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Monday,11/15/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Monday,12/6/2021,CH,0.25,MISDO,8/7/2024,APCON
20-249,Monday,12/13/2021,CH,0.5,MISDO,8/7/2024,APCON
20-249,Friday,2/16/2024,CH,0.25,MISDO,8/7/2024,APCON
20-249,Wednesday,8/7/2024,CH,0.25,MISDO,8/7/2024,APCON
20-250,Tuesday,10/13/2020,CH,0.5,MISDO,8/2/2021,APCON
20-250,Tuesday,10/20/2020,CH,0.5,MISDO,8/2/2021,APCON
20-250,Monday,11/9/2020,CH,0.5,MISDO,8/2/2021,APCON
20-250,Wednesday,1/27/2021,CH,0.25,MISDO,8/2/2021,APCON
20-250,Monday,6/28/2021,CH,0.5,MISDO,8/2/2021,APCON
20-250,Monday,7/19/2021,CH,0.5,MISDO,8/2/2021,APCON
20-250,Monday,8/2/2021,CH,0.5,MISDO,8/2/2021,APCON
20-251,Wednesday,10/14/2020,APPT,0.75,OTHER,7/1/2023,APCVDM
20-251,Friday,10/30/2020,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,12/4/2020,CH,0,OTHER,7/1/2023,APCVDM
20-251,Thursday,12/17/2020,APPT,0.75,OTHER,7/1/2023,APCVDM
20-251,Friday,12/18/2020,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Wednesday,2/24/2021,APPT,0.5,OTHER,7/1/2023,APCVDM
20-251,Tuesday,3/2/2021,APPT,0.25,OTHER,7/1/2023,APCVDM
20-251,Thursday,3/4/2021,MEDIATE,1,OTHER,7/1/2023,APCVDM
20-251,Friday,3/5/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,4/23/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,5/28/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,6/11/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Wednesday,6/30/2021,A106,0.25,OTHER,7/1/2023,APCVDM
20-251,Thursday,7/1/2021,MED,0.5,OTHER,7/1/2023,APCVDM
20-251,Tuesday,7/6/2021,A106,0.5,OTHER,7/1/2023,APCVDM
20-251,Tuesday,7/6/2021,A108,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,7/9/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Friday,9/10/2021,CH,0.5,OTHER,7/1/2023,APCVDM
20-251,Tuesday,6/7/2022,A108,0.25,OTHER,7/1/2023,APCVDM
20-251,Wednesday,6/8/2022,CH,0.5,OTHER,7/1/2023,APCVDM
20-253,Sunday,2/2/2020,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Wednesday,10/7/2020,A106,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,10/8/2020,FAX,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,10/13/2020,A111,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Wednesday,10/14/2020,A112,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,11/3/2020,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,12/15/2020,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Wednesday,1/20/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Monday,1/25/2021,A103,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,2/2/2021,CH,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Monday,2/8/2021,A108,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Monday,2/8/2021,A108,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Monday,2/15/2021,A111,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,3/2/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Wednesday,3/10/2021,A108,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Wednesday,3/10/2021,DMV,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,3/11/2021,A111,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,3/30/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,5/4/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,5/18/2021,CH,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,5/25/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,6/1/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Tuesday,6/15/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,7/15/2021,CH,0.25,MISDO,00/00/0000,CRI-DUI
20-253,Monday,8/9/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,8/19/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Sunday,9/12/2021,A106,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,9/16/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,11/18/2021,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,3/17/2022,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-253,Thursday,5/19/2022,CH,0.5,MISDO,00/00/0000,CRI-DUI
20-254,Tuesday,9/29/2020,1ST.MEET,0.5,MISDO,00/00/0000,CRI
20-254,Tuesday,10/6/2020,APPT,0.5,MISDO,00/00/0000,CRI
20-254,Wednesday,10/14/2020,A103,1,MISDO,00/00/0000,CRI
20-254,Wednesday,11/4/2020,A106,0.25,MISDO,00/00/0000,CRI
20-254,Friday,11/13/2020,CH,0.5,MISDO,00/00/0000,CRI
20-254,Monday,3/1/2021,A112,0.25,MISDO,00/00/0000,CRI
20-254,Friday,3/5/2021,A103,0.5,MISDO,00/00/0000,CRI
20-254,Monday,10/4/2021,A106,0.25,MISDO,00/00/0000,CRI
20-254,Tuesday,10/5/2021,A112,0.25,MISDO,00/00/0000,CRI
20-254,Tuesday,10/5/2021,A106,0.25,MISDO,00/00/0000,CRI
20-255,Wednesday,10/7/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,10/19/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Wednesday,10/21/2020,JV,0.5,FELONY,2/8/2021,APCON
20-255,Monday,10/26/2020,CH,0.5,FELONY,2/8/2021,APCON
20-255,Thursday,10/29/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,11/2/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,11/9/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,11/30/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Tuesday,12/1/2020,PX,0.5,FELONY,2/8/2021,APCON
20-255,Tuesday,12/15/2020,A101,0.25,FELONY,2/8/2021,APCON
20-255,Wednesday,12/16/2020,JV,0.25,FELONY,2/8/2021,APCON
20-255,Thursday,12/17/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Friday,12/18/2020,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,1/11/2021,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,1/25/2021,CH,0.25,FELONY,2/8/2021,APCON
20-255,Monday,2/8/2021,CH,1.25,FELONY,2/8/2021,APCON
20-255,Monday,2/8/2021,JV,0.25,FELONY,2/8/2021,APCON
20-256,Wednesday,10/7/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,10/19/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Wednesday,10/21/2020,JV,0.5,MISDO,2/8/2021,APCON
20-256,Monday,10/26/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Thursday,10/29/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,11/2/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,11/9/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,11/30/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Tuesday,12/1/2020,PX,0.25,MISDO,2/8/2021,APCON
20-256,Tuesday,12/15/2020,A101,0.25,MISDO,2/8/2021,APCON
20-256,Wednesday,12/16/2020,JV,0.25,MISDO,2/8/2021,APCON
20-256,Thursday,12/17/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Friday,12/18/2020,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,1/11/2021,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,2/8/2021,CH,0.25,MISDO,2/8/2021,APCON
20-256,Monday,2/8/2021,JV,0.25,MISDO,2/8/2021,APCON
20-257,Wednesday,10/7/2020,CH,0,MISDO,2/8/2021,APCON
20-257,Monday,2/8/2021,CH,0,MISDO,2/8/2021,APCON
20-258,Thursday,10/8/2020,A106,0.25,MISDO,10/20/2020,APCON
20-258,Tuesday,10/13/2020,APPT,0.5,MISDO,10/20/2020,APCON
20-258,Tuesday,10/20/2020,CH,0.5,MISDO,10/20/2020,APCON
20-259,Tuesday,10/13/2020,CH,0.5,FELONY,10/13/2020,APCON
20-260,Tuesday,10/6/2020,CH,0.5,FELONY,10/29/2020,APCON
20-260,Wednesday,10/14/2020,CH,0.5,FELONY,10/29/2020,APCON
20-260,Wednesday,10/21/2020,CH,0.5,FELONY,10/29/2020,APCON
20-260,Friday,10/23/2020,JV,1,FELONY,10/29/2020,APCON
20-260,Tuesday,10/27/2020,A103,0.5,FELONY,10/29/2020,APCON
20-260,Thursday,10/29/2020,CH,0.5,FELONY,10/29/2020,APCON
20-261,Tuesday,10/13/2020,CH,0.5,FELONY,12/31/2020,APCON
20-261,Friday,10/16/2020,JV,0.5,FELONY,12/31/2020,APCON
20-261,Wednesday,10/21/2020,A111,0.5,FELONY,12/31/2020,APCON
20-261,Thursday,10/22/2020,JV,0.5,FELONY,12/31/2020,APCON
20-261,Monday,10/26/2020,CH,0.5,FELONY,12/31/2020,APCON
20-261,Monday,10/26/2020,A106,0.5,FELONY,12/31/2020,APCON
20-261,Thursday,10/29/2020,CH,0.5,FELONY,12/31/2020,APCON
20-261,Wednesday,12/2/2020,A106,0.25,FELONY,12/31/2020,APCON
20-261,Wednesday,12/2/2020,A104,0.25,FELONY,12/31/2020,APCON
20-261,Thursday,12/3/2020,CH,0.5,FELONY,12/31/2020,APCON
20-261,Thursday,12/3/2020,CH,0.25,FELONY,12/31/2020,APCON
20-261,Thursday,12/17/2020,CH,0.5,FELONY,12/31/2020,APCON
20-261,Thursday,12/31/2020,CH,0.25,FELONY,12/31/2020,APCON
20-262,Tuesday,10/13/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Friday,10/16/2020,JV,0.25,FELONY,1/11/2021,APCON
20-262,Thursday,10/22/2020,JV,0.5,FELONY,1/11/2021,APCON
20-262,Monday,10/26/2020,A106,0.25,FELONY,1/11/2021,APCON
20-262,Monday,10/26/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Tuesday,10/27/2020,A101,1,FELONY,1/11/2021,APCON
20-262,Tuesday,10/27/2020,PX,1.25,FELONY,1/11/2021,APCON
20-262,Wednesday,11/4/2020,JV,0.25,FELONY,1/11/2021,APCON
20-262,Thursday,11/5/2020,A101,0.75,FELONY,1/11/2021,APCON
20-262,Thursday,11/5/2020,A108,0.25,FELONY,1/11/2021,APCON
20-262,Thursday,11/5/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Wednesday,11/18/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Tuesday,12/1/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Friday,12/4/2020,JV,0.25,FELONY,1/11/2021,APCON
20-262,Tuesday,12/8/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Wednesday,12/16/2020,JV,0.25,FELONY,1/11/2021,APCON
20-262,Wednesday,12/16/2020,JV,0.25,FELONY,1/11/2021,APCON
20-262,Wednesday,12/16/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Friday,12/18/2020,CH,0.25,FELONY,1/11/2021,APCON
20-262,Monday,1/11/2021,CH,0.25,FELONY,1/11/2021,APCON
20-263,Tuesday,10/13/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Friday,10/16/2020,JV,0.25,MISDO,1/11/2021,APCON
20-263,Thursday,10/22/2020,JV,0.5,MISDO,1/11/2021,APCON
20-263,Monday,10/26/2020,A106,0,MISDO,1/11/2021,APCON
20-263,Monday,10/26/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Tuesday,10/27/2020,PX,0.25,MISDO,1/11/2021,APCON
20-263,Wednesday,11/4/2020,JV,0.25,MISDO,1/11/2021,APCON
20-263,Thursday,11/5/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Wednesday,11/18/2020,CH,0,MISDO,1/11/2021,APCON
20-263,Tuesday,12/1/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Friday,12/4/2020,JV,0.25,MISDO,1/11/2021,APCON
20-263,Tuesday,12/8/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Wednesday,12/16/2020,JV,0.25,MISDO,1/11/2021,APCON
20-263,Wednesday,12/16/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Wednesday,12/16/2020,JV,0.25,MISDO,1/11/2021,APCON
20-263,Friday,12/18/2020,CH,0.25,MISDO,1/11/2021,APCON
20-263,Monday,1/11/2021,CH,0.25,MISDO,1/11/2021,APCON
20-264,Tuesday,10/13/2020,NOTE,0,MISDO,2/22/2021,APCON
20-264,Tuesday,11/3/2020,CH,0.25,MISDO,2/22/2021,APCON
20-264,Monday,12/14/2020,CH,0.5,MISDO,2/22/2021,APCON
20-264,Monday,1/11/2021,CH,0.25,MISDO,2/22/2021,APCON
20-264,Monday,1/25/2021,CH,0.5,MISDO,2/22/2021,APCON
20-264,Monday,2/22/2021,CH,0.5,MISDO,2/22/2021,APCON
20-265,Wednesday,10/14/2020,A106,0.25,MISDO,11/3/2020,APCON
20-265,Wednesday,10/28/2020,APPT,0.5,MISDO,11/3/2020,APCON
20-265,Tuesday,11/3/2020,CH,0.25,MISDO,11/3/2020,APCON
20-266,Monday,11/9/2020,A106,0.25,MISDO,3/29/2021,APCON
20-266,Tuesday,11/10/2020,CH,0.5,MISDO,3/29/2021,APCON
20-266,Tuesday,12/8/2020,A106,0.75,MISDO,3/29/2021,APCON
20-266,Monday,12/14/2020,CH,0.5,MISDO,3/29/2021,APCON
20-266,Monday,1/11/2021,CH,0.25,MISDO,3/29/2021,APCON
20-266,Monday,1/25/2021,CH,0.25,MISDO,3/29/2021,APCON
20-266,Monday,3/1/2021,CH,0.5,MISDO,3/29/2021,APCON
20-266,Monday,3/22/2021,APPT,0.5,MISDO,3/29/2021,APCON
20-266,Monday,3/29/2021,CH,0.5,MISDO,3/29/2021,APCON
20-266,Tuesday,10/5/2021,CH,0.5,MISDO,3/29/2021,APCON
20-267,Tuesday,10/20/2020,CH,0,MISDO,10/21/2020,APCON
20-267,Wednesday,10/21/2020,CH,0.25,MISDO,10/21/2020,APCON
20-268,Wednesday,10/21/2020,CH,0,PRCS,10/21/2020,APCON
20-269,Tuesday,10/20/2020,CH,0,PV,10/21/2020,APCON
20-269,Wednesday,10/21/2020,CH,0.25,PV,10/21/2020,APCON
20-271,Wednesday,10/21/2020,CH,0,PRCS,10/21/2020,APCON
20-272,Wednesday,10/14/2020,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,10/21/2020,A106,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,10/21/2020,CH,0.75,JUVENILE,5/12/2022,APCON
20-272,Wednesday,11/4/2020,CH,1.5,JUVENILE,5/12/2022,APCON
20-272,Thursday,11/19/2020,CH,0,JUVENILE,5/12/2022,APCON
20-272,Monday,11/30/2020,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Thursday,12/3/2020,CH,0.25,JUVENILE,5/12/2022,APCON
20-272,Tuesday,12/8/2020,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,12/9/2020,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Monday,12/14/2020,CH,0.75,JUVENILE,5/12/2022,APCON
20-272,Wednesday,1/6/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,2/10/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,2/24/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,3/10/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Tuesday,11/2/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,11/10/2021,A106,0.5,JUVENILE,5/12/2022,APCON
20-272,Wednesday,11/10/2021,CH,0.5,JUVENILE,5/12/2022,APCON
20-272,Thursday,5/12/2022,APPT,0.5,JUVENILE,5/12/2022,APCON
20-273,Friday,10/16/2020,CH,0.25,FELONY,6/21/2021,APCON
20-273,Wednesday,10/21/2020,A106,0.25,FELONY,6/21/2021,APCON
20-273,Wednesday,10/21/2020,A106,0.5,FELONY,6/21/2021,APCON
20-273,Thursday,10/22/2020,JV,1,FELONY,6/21/2021,APCON
20-273,Monday,10/26/2020,CH,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,10/27/2020,A101,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,10/27/2020,CH,0.5,FELONY,6/21/2021,APCON
20-273,Monday,11/9/2020,CH,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,11/10/2020,CH,1.5,FELONY,6/21/2021,APCON
20-273,Wednesday,12/2/2020,APPT,0.5,FELONY,6/21/2021,APCON
20-273,Thursday,12/3/2020,CH,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,12/15/2020,CH,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,1/19/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Thursday,1/21/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Thursday,2/4/2021,CH,0.25,FELONY,6/21/2021,APCON
20-273,Tuesday,2/16/2021,A106,0.25,FELONY,6/21/2021,APCON
20-273,Thursday,2/18/2021,A106,0.25,FELONY,6/21/2021,APCON
20-273,Thursday,2/18/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Friday,2/19/2021,A101,0.75,FELONY,6/21/2021,APCON
20-273,Friday,2/19/2021,A112,0.25,FELONY,6/21/2021,APCON
20-273,Thursday,3/4/2021,A108,0.25,FELONY,6/21/2021,APCON
20-273,Wednesday,3/10/2021,A111,0.25,FELONY,6/21/2021,APCON
20-273,Wednesday,3/10/2021,A111,0.25,FELONY,6/21/2021,APCON
20-273,Wednesday,3/10/2021,A108,0.25,FELONY,6/21/2021,APCON
20-273,Monday,3/22/2021,A103,0.5,FELONY,6/21/2021,APCON
20-273,Wednesday,5/5/2021,A112,0.25,FELONY,6/21/2021,APCON
20-273,Thursday,5/6/2021,A101,0.5,FELONY,6/21/2021,APCON
20-273,Thursday,5/6/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Monday,6/21/2021,CH,1,FELONY,6/21/2021,APCON
20-273,Wednesday,11/3/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,11/30/2021,CH,0.5,FELONY,6/21/2021,APCON
20-273,Wednesday,7/12/2023,APPT,0.5,FELONY,6/21/2021,APCON
20-273,Tuesday,8/1/2023,CH,0.5,FELONY,6/21/2021,APCON
20-274,Tuesday,12/1/2020,CH,0.25,MISDO,1/12/2021,APCON
20-274,Tuesday,12/1/2020,CH,0.25,MISDO,1/12/2021,APCON
20-274,Tuesday,1/12/2021,CH,0.25,MISDO,1/12/2021,APCON
20-275,Friday,11/13/2020,CH,0.5,PV,00/00/0000,APCON
20-275,Tuesday,12/8/2020,CH,0,PV,00/00/0000,APCON
20-276,Monday,1/13/2020,A106,0.5,PV,00/00/0000,APCON
20-276,Tuesday,1/14/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,1/28/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Thursday,1/30/2020,A106,0.25,PV,00/00/0000,APCON
20-276,Monday,2/3/2020,A106,0.25,PV,00/00/0000,APCON
20-276,Tuesday,2/4/2020,A106,0.5,PV,00/00/0000,APCON
20-276,Tuesday,2/4/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,2/11/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Monday,3/16/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,8/18/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Monday,8/31/2020,A106,0.5,PV,00/00/0000,APCON
20-276,Wednesday,9/2/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,9/22/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Thursday,10/1/2020,NOTE,0,PV,00/00/0000,APCON
20-276,Monday,11/2/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Friday,11/6/2020,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,1/12/2021,CH,0.25,PV,00/00/0000,APCON
20-276,Tuesday,2/9/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Monday,2/22/2021,A106,0.25,PV,00/00/0000,APCON
20-276,Tuesday,3/9/2021,A106,0.5,PV,00/00/0000,APCON
20-276,Monday,3/15/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,3/16/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,6/15/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,8/31/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Monday,11/1/2021,A106,0.25,PV,00/00/0000,APCON
20-276,Thursday,11/11/2021,A106,0.25,PV,00/00/0000,APCON
20-276,Friday,11/12/2021,CH,0.5,PV,00/00/0000,APCON
20-276,Monday,1/24/2022,CH,0.5,PV,00/00/0000,APCON
20-276,Wednesday,1/26/2022,CH,0.5,PV,00/00/0000,APCON
20-276,Tuesday,11/29/2022,CH,0.5,PV,00/00/0000,APCON
20-276,Friday,8/4/2023,CH,0,PV,00/00/0000,APCON
20-278,Tuesday,10/20/2020,CH,0.5,PV,10/22/2020,APCON
20-278,Wednesday,10/21/2020,JV,0.5,PV,10/22/2020,APCON
20-278,Wednesday,10/21/2020,A103,0.5,PV,10/22/2020,APCON
20-278,Thursday,10/22/2020,CH,0.5,PV,10/22/2020,APCON
20-280,Tuesday,11/10/2020,A106,0.5,MISDO,4/13/2021,APCON
20-280,Tuesday,11/10/2020,CH,0.5,MISDO,4/13/2021,APCON
20-280,Tuesday,12/1/2020,CH,0.25,MISDO,4/13/2021,APCON
20-280,Wednesday,12/2/2020,A112,0.5,MISDO,4/13/2021,APCON
20-280,Monday,1/25/2021,CH,0.25,MISDO,4/13/2021,APCON
20-280,Thursday,4/8/2021,APPT,0.75,MISDO,4/13/2021,APCON
20-280,Tuesday,4/13/2021,CH,0.5,MISDO,4/13/2021,APCON
20-281,Thursday,11/5/2020,A106,1,FELONY,9/8/2022,APCON
20-281,Tuesday,11/10/2020,CH,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,12/1/2020,CH,0.25,FELONY,9/8/2022,APCON
20-281,Monday,2/1/2021,CH,0.25,FELONY,9/8/2022,APCON
20-281,Monday,2/8/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Thursday,2/11/2021,A106,0.25,FELONY,9/8/2022,APCON
20-281,Thursday,2/11/2021,A101,1,FELONY,9/8/2022,APCON
20-281,Monday,2/22/2021,A111,1,FELONY,9/8/2022,APCON
20-281,Tuesday,2/23/2021,APPT,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,3/3/2021,A106,1.5,FELONY,9/8/2022,APCON
20-281,Wednesday,3/3/2021,A106,1,FELONY,9/8/2022,APCON
20-281,Monday,3/8/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Monday,3/29/2021,A106,0.25,FELONY,9/8/2022,APCON
20-281,Monday,4/12/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Monday,5/17/2021,A112,0.25,FELONY,9/8/2022,APCON
20-281,Monday,5/17/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,5/18/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Monday,6/14/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,6/15/2021,CH,3,FELONY,9/8/2022,APCON
20-281,Thursday,7/8/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,7/21/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,8/24/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,8/24/2021,A108,0.25,FELONY,9/8/2022,APCON
20-281,Thursday,8/26/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Thursday,9/30/2021,APPT,1.75,FELONY,9/8/2022,APCON
20-281,Friday,10/15/2021,A103,0.75,FELONY,9/8/2022,APCON
20-281,Friday,10/15/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Thursday,10/21/2021,A108,0.25,FELONY,9/8/2022,APCON
20-281,Wednesday,10/27/2021,A103,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,11/3/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Friday,11/12/2021,A114,0.75,FELONY,9/8/2022,APCON
20-281,Tuesday,11/16/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,11/16/2021,A108,0.25,FELONY,9/8/2022,APCON
20-281,Wednesday,11/17/2021,A114,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,11/17/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,11/17/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Friday,11/19/2021,APPT,1,FELONY,9/8/2022,APCON
20-281,Monday,11/29/2021,A108,0.5,FELONY,9/8/2022,APCON
20-281,Thursday,12/2/2021,CH,0.5,FELONY,9/8/2022,APCON
20-281,Wednesday,2/9/2022,CH,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,2/22/2022,CH,0.5,FELONY,9/8/2022,APCON
20-281,Friday,3/11/2022,A108,0.25,FELONY,9/8/2022,APCON
20-281,Tuesday,3/15/2022,A108,0.5,FELONY,9/8/2022,APCON
20-281,Tuesday,3/15/2022,CH,0.5,FELONY,9/8/2022,APCON
